openTime,open,high,low,close,volume
2026-01-02T00:00:00Z,100,101.15,99.52,100.6,1.74
2026-01-02T00:01:00Z,100.6,101.94,100.05,101.31,2.02
2026-01-02T00:02:00Z,101.31,102.84,100.69,102.13,2.3
2026-01-02T00:03:00Z,102.13,103.81,101.65,103.02,2.58
2026-01-02T00:04:00Z,103.02,104.51,102.47,103.96,2.86
2026-01-02T00:05:00Z,103.96,105.54,103.34,104.91,3.14
2026-01-02T00:06:00Z,104.91,106.54,104.43,105.83,3.42
2026-01-02T00:07:00Z,105.83,107.47,105.28,106.68,3.7
2026-01-02T00:08:00Z,106.68,107.99,106.06,107.44,3.98
2026-01-02T00:09:00Z,107.44,108.72,106.96,108.09,1.74
2026-01-02T00:10:00Z,108.09,109.33,107.54,108.62,2.02
2026-01-02T00:11:00Z,108.62,109.83,108,109.04,2.3
2026-01-02T00:12:00Z,109.04,109.93,108.56,109.38,2.58
2026-01-02T00:13:00Z,109.38,110.28,108.83,109.65,2.86
2026-01-02T00:14:00Z,109.65,110.61,109.03,109.9,3.14
2026-01-02T00:15:00Z,109.9,110.95,109.42,110.16,3.42
2026-01-02T00:16:00Z,110.16,111.03,109.61,110.48,3.7
2026-01-02T00:17:00Z,110.48,111.51,109.86,110.88,3.98
2026-01-02T00:18:00Z,110.88,112.09,110.4,111.38,1.74
2026-01-02T00:19:00Z,111.38,112.79,110.83,112,2.02
2026-01-02T00:20:00Z,112,113.28,111.38,112.73,2.3
2026-01-02T00:21:00Z,112.73,114.19,112.25,113.56,2.58
2026-01-02T00:22:00Z,113.56,115.17,113.01,114.46,2.86
2026-01-02T00:23:00Z,114.46,116.19,113.84,115.4,3.14
2026-01-02T00:24:00Z,115.4,116.9,114.92,116.35,3.42
2026-01-02T00:25:00Z,116.35,117.89,115.8,117.26,3.7
2026-01-02T00:26:00Z,117.26,118.81,116.64,118.1,3.98
2026-01-02T00:27:00Z,118.1,119.63,117.62,118.84,1.74
2026-01-02T00:28:00Z,118.84,120.02,118.29,119.47,2.02
2026-01-02T00:29:00Z,119.47,120.62,118.85,119.99,2.3
2026-01-02T00:30:00Z,119.99,121.76,119.51,121.05,3.16
2026-01-02T00:31:00Z,121.05,122.81,120.5,122.02,3.44
2026-01-02T00:32:00Z,122.02,123.49,121.4,122.94,3.72
2026-01-02T00:33:00Z,122.94,124.47,122.46,123.84,4
2026-01-02T00:34:00Z,123.84,125.47,123.29,124.76,4.28
2026-01-02T00:35:00Z,124.76,126.53,124.14,125.74,4.57
2026-01-02T00:36:00Z,125.74,127.35,125.26,126.8,2.33
2026-01-02T00:37:00Z,126.8,128.6,126.25,127.97,2.6
2026-01-02T00:38:00Z,127.97,129.97,127.35,129.26,2.88
2026-01-02T00:39:00Z,129.26,131.45,128.78,130.66,3.16
2026-01-02T00:40:00Z,130.66,132.7,130.11,132.15,3.44
2026-01-02T00:41:00Z,132.15,134.34,131.53,133.71,3.72
2026-01-02T00:42:00Z,133.71,136.02,133.23,135.31,4
2026-01-02T00:43:00Z,135.31,137.69,134.76,136.9,4.28
2026-01-02T00:44:00Z,136.9,139,136.28,138.45,4.57
2026-01-02T00:45:00Z,138.45,139.08,137.3,137.78,2.01
2026-01-02T00:46:00Z,137.78,138.49,136.46,137.01,2.29
2026-01-02T00:47:00Z,137.01,137.8,135.5,136.12,2.57
2026-01-02T00:48:00Z,136.12,136.67,134.64,135.12,2.85
2026-01-02T00:49:00Z,135.12,135.75,133.47,134.02,3.13
2026-01-02T00:50:00Z,134.02,134.73,132.21,132.83,3.41
2026-01-02T00:51:00Z,132.83,133.62,131.11,131.59,3.69
2026-01-02T00:52:00Z,131.59,132.14,129.79,130.34,3.97
2026-01-02T00:53:00Z,130.34,130.97,128.5,129.12,4.25
2026-01-02T00:54:00Z,129.12,129.83,127.48,127.96,2.01
2026-01-02T00:55:00Z,127.96,128.75,126.34,126.89,2.29
2026-01-02T00:56:00Z,126.89,127.44,125.31,125.93,2.57
2026-01-02T00:57:00Z,125.93,126.56,124.6,125.08,2.85
2026-01-02T00:58:00Z,125.08,125.79,123.79,124.34,3.13
2026-01-02T00:59:00Z,124.34,125.13,123.08,123.7,3.41
2026-01-02T01:00:00Z,123.7,124.25,122.64,123.12,3.69
2026-01-02T01:01:00Z,123.12,123.75,122.02,122.57,3.97
2026-01-02T01:02:00Z,122.57,123.28,121.39,122.01,4.25
2026-01-02T01:03:00Z,122.01,122.8,120.92,121.4,2.01
2026-01-02T01:04:00Z,121.4,121.95,120.16,120.71,2.29
2026-01-02T01:05:00Z,120.71,121.34,119.3,119.92,2.57
2026-01-02T01:06:00Z,119.92,120.63,118.54,119.02,2.85
2026-01-02T01:07:00Z,119.02,119.81,117.45,118,3.13
2026-01-02T01:08:00Z,118,118.55,116.26,116.88,3.41
2026-01-02T01:09:00Z,116.88,117.51,115.2,115.68,3.69
2026-01-02T01:10:00Z,115.68,116.39,113.44,113.99,4.38
2026-01-02T01:11:00Z,113.99,114.78,111.67,112.29,4.66
2026-01-02T01:12:00Z,112.29,112.84,110.14,110.62,2.42
2026-01-02T01:13:00Z,110.62,111.25,108.47,109.02,2.7
2026-01-02T01:14:00Z,109.02,109.73,106.89,107.51,2.98
2026-01-02T01:15:00Z,107.51,108.3,105.63,106.11,3.26
2026-01-02T01:16:00Z,106.11,106.66,104.28,104.83,3.54
2026-01-02T01:17:00Z,104.83,105.46,103.04,103.66,3.82
2026-01-02T01:18:00Z,103.66,104.37,102.1,102.58,4.1
2026-01-02T01:19:00Z,102.58,103.37,101.01,101.56,4.38
2026-01-02T01:20:00Z,101.56,102.11,99.94,100.56,4.66
2026-01-02T01:21:00Z,100.56,101.19,99.06,99.54,2.42
2026-01-02T01:22:00Z,99.54,100.25,97.92,98.47,2.7
2026-01-02T01:23:00Z,98.47,99.26,96.7,97.32,2.98
2026-01-02T01:24:00Z,97.32,97.87,95.58,96.06,3.26
2026-01-02T01:25:00Z,96.06,96.69,94.14,94.69,3.54
2026-01-02T01:26:00Z,94.69,95.4,92.59,93.21,3.82
2026-01-02T01:27:00Z,93.21,94,91.15,91.63,4.1
2026-01-02T01:28:00Z,91.63,92.18,89.42,89.97,4.38
2026-01-02T01:29:00Z,89.97,90.6,87.66,88.28,4.66
2026-01-02T01:30:00Z,88.28,89.69,87.8,88.98,2.14
2026-01-02T01:31:00Z,88.98,90.51,88.43,89.72,2.42
2026-01-02T01:32:00Z,89.72,91.08,89.1,90.53,2.7
2026-01-02T01:33:00Z,90.53,92.07,90.05,91.44,2.99
2026-01-02T01:34:00Z,91.44,93.17,90.89,92.46,3.27
2026-01-02T01:35:00Z,92.46,94.39,91.84,93.6,3.54
2026-01-02T01:36:00Z,93.6,95.39,93.12,94.84,3.82
2026-01-02T01:37:00Z,94.84,96.8,94.29,96.17,4.11
2026-01-02T01:38:00Z,96.17,98.26,95.55,97.55,4.39
2026-01-02T01:39:00Z,97.55,99.74,97.07,98.95,2.14
2026-01-02T01:40:00Z,98.95,100.88,98.4,100.33,2.42
2026-01-02T01:41:00Z,100.33,102.28,99.71,101.65,2.7
2026-01-02T01:42:00Z,101.65,103.6,101.17,102.89,2.99
2026-01-02T01:43:00Z,102.89,104.81,102.34,104.02,3.27
2026-01-02T01:44:00Z,104.02,105.58,103.4,105.03,3.54
2026-01-02T01:45:00Z,105.03,106.56,104.55,105.93,3.82
2026-01-02T01:46:00Z,105.93,107.44,105.38,106.73,4.11
2026-01-02T01:47:00Z,106.73,108.26,106.11,107.47,4.39
2026-01-02T01:48:00Z,107.47,108.72,106.99,108.17,2.14
2026-01-02T01:49:00Z,108.17,109.51,107.62,108.88,2.42
2026-01-02T01:50:00Z,108.88,110.34,108.26,109.63,2.7
2026-01-02T01:51:00Z,109.63,111.24,109.15,110.45,2.99
2026-01-02T01:52:00Z,110.45,111.92,109.9,111.37,3.27
2026-01-02T01:53:00Z,111.37,113.04,110.75,112.41,3.54
2026-01-02T01:54:00Z,112.41,114.27,111.93,113.56,3.82
2026-01-02T01:55:00Z,113.56,115.96,113.01,115.17,4.42
2026-01-02T01:56:00Z,115.17,117.41,114.55,116.86,4.7
2026-01-02T01:57:00Z,116.86,119.23,116.38,118.6,2.46
2026-01-02T01:58:00Z,118.6,121.06,118.05,120.35,2.74
2026-01-02T01:59:00Z,120.35,122.86,119.73,122.07,3.02
2026-01-02T02:00:00Z,122.07,124.28,121.59,123.73,3.3
2026-01-02T02:01:00Z,123.73,125.93,123.18,125.3,3.58
2026-01-02T02:02:00Z,125.3,127.47,124.68,126.76,3.86
2026-01-02T02:03:00Z,126.76,128.89,126.28,128.1,4.14
2026-01-02T02:04:00Z,128.1,129.88,127.55,129.33,4.42
2026-01-02T02:05:00Z,129.33,131.1,128.71,130.47,4.7
2026-01-02T02:06:00Z,130.47,132.26,129.99,131.55,2.46
2026-01-02T02:07:00Z,131.55,133.39,131,132.6,2.74
2026-01-02T02:08:00Z,132.6,134.21,131.98,133.66,3.02
2026-01-02T02:09:00Z,133.66,135.4,133.18,134.77,3.3
2026-01-02T02:10:00Z,134.77,136.67,134.22,135.96,3.58
2026-01-02T02:11:00Z,135.96,138.04,135.34,137.25,3.86
2026-01-02T02:12:00Z,137.25,139.21,136.77,138.66,4.14
2026-01-02T02:13:00Z,138.66,140.81,138.11,140.18,4.42
2026-01-02T02:14:00Z,140.18,142.51,139.56,141.8,4.7
2026-01-02T02:15:00Z,141.8,142.59,140.47,140.95,2.24
2026-01-02T02:16:00Z,140.95,141.5,139.59,140.14,2.51
2026-01-02T02:17:00Z,140.14,140.77,138.72,139.34,2.8
2026-01-02T02:18:00Z,139.34,140.05,138.03,138.51,3.08
2026-01-02T02:19:00Z,138.51,139.3,137.06,137.61,3.36
2026-01-02T02:20:00Z,137.61,138.16,135.99,136.61,3.64
2026-01-02T02:21:00Z,136.61,137.24,135.02,135.5,3.92
2026-01-02T02:22:00Z,135.5,136.21,133.73,134.28,4.2
2026-01-02T02:23:00Z,134.28,135.07,132.33,132.95,4.48
2026-01-02T02:24:00Z,132.95,133.5,131.05,131.53,2.24
2026-01-02T02:25:00Z,131.53,132.16,129.5,130.05,2.51
2026-01-02T02:26:00Z,130.05,130.76,127.93,128.55,2.8
2026-01-02T02:27:00Z,128.55,129.34,126.59,127.07,3.08
2026-01-02T02:28:00Z,127.07,127.62,125.09,125.64,3.36
2026-01-02T02:29:00Z,125.64,126.27,123.67,124.29,3.64
2026-01-02T02:30:00Z,124.29,125,122.57,123.05,3.92
2026-01-02T02:31:00Z,123.05,123.84,121.37,121.92,4.2
2026-01-02T02:32:00Z,121.92,122.47,120.29,120.91,4.48
2026-01-02T02:33:00Z,120.91,121.54,119.51,119.99,2.24
2026-01-02T02:34:00Z,119.99,120.7,118.6,119.15,2.51
2026-01-02T02:35:00Z,119.15,121.13,118.53,120.34,2.52
2026-01-02T02:36:00Z,120.34,122.09,119.86,121.54,2.8
2026-01-02T02:37:00Z,121.54,123.33,120.99,122.7,3.09
2026-01-02T02:38:00Z,122.7,124.5,122.08,123.79,3.36
2026-01-02T02:39:00Z,123.79,125.57,123.31,124.78,3.64
2026-01-02T02:40:00Z,124.78,126.21,124.23,125.66,3.92
2026-01-02T02:41:00Z,125.66,127.05,125.04,126.42,4.2
2026-01-02T02:42:00Z,126.42,127.78,125.94,127.07,1.96
2026-01-02T02:43:00Z,127.07,128.43,126.52,127.64,2.24
2026-01-02T02:44:00Z,127.64,128.71,127.02,128.16,2.52
2026-01-02T02:45:00Z,128.16,129.29,127.68,128.66,2.8
2026-01-02T02:46:00Z,128.66,129.89,128.11,129.18,3.09
2026-01-02T02:47:00Z,129.18,130.55,128.56,129.76,3.36
2026-01-02T02:48:00Z,129.76,130.98,129.28,130.43,3.64
2026-01-02T02:49:00Z,130.43,131.84,129.88,131.21,3.92
2026-01-02T02:50:00Z,131.21,132.81,130.59,132.1,4.2
2026-01-02T02:51:00Z,132.1,133.89,131.62,133.1,1.96
2026-01-02T02:52:00Z,133.1,134.75,132.55,134.2,2.24
2026-01-02T02:53:00Z,134.2,135.99,133.58,135.36,2.52
2026-01-02T02:54:00Z,135.36,137.27,134.88,136.56,2.8
2026-01-02T02:55:00Z,136.56,138.54,136.01,137.75,3.09
2026-01-02T02:56:00Z,137.75,139.45,137.13,138.9,3.36
2026-01-02T02:57:00Z,138.9,140.6,138.42,139.97,3.64
